kepoi_name,koi_period,koi_prad,koi_teq,koi_disposition
K02936.01,6.48021,4.147e-05,-4.147e-05,CONFIRMED
K00123.01,6.48163,6.004e-06,-6.004e-06,CONFIRMED
K01780.01,6.48753,6.498e-06,-6.498e-06,FALSE POSITIVE
K06832.01,6.49066,3.82e-07,-3.82e-07,FALSE POSITIVE
K00929.01,6.49168,1.685e-06,-1.685e-06,CONFIRMED
K02520.01,6.49441,3.126e-05,-3.126e-05,CONFIRMED
K06058.01,6.49603,5.43e-07,-5.43e-07,FALSE POSITIVE
K02178.01,6.49677,5.795e-05,-5.795e-05,FALSE POSITIVE
K01898.01,6.49801,1.408e-05,-1.408e-05,CONFIRMED
K01082.01,6.50327,3.134e-05,-3.134e-05,CANDIDATE
K00512.01,6.51003,1.319e-05,-1.319e-05,CONFIRMED
K01978.01,6.51112,1.051e-05,-1.051e-05,CONFIRMED
K00580.01,6.52121,8.386e-06,-8.386e-06,CONFIRMED
K01650.01,6.53194,2.283e-05,-2.283e-05,CONFIRMED
K00841.03,6.54626,2.668e-05,-2.668e-05,CANDIDATE
K03172.01,6.55837,4.346e-05,-4.346e-05,FALSE POSITIVE
K03172.02,6.55883,0.0001674,-0.0001674,FALSE POSITIVE
K04421.02,6.55954,0.0001168,-0.0001168,CANDIDATE
K01915.01,6.56226,1.896e-05,-1.896e-05,CONFIRMED
K02694.02,6.56607,1.944e-05,-1.944e-05,CANDIDATE
K07066.01,6.57042,1.214e-06,-1.214e-06,FALSE POSITIVE
K02720.01,6.57159,2.291e-05,-2.291e-05,CANDIDATE
K00782.01,6.57532,3.726e-06,-3.726e-06,CONFIRMED
K00941.01,6.58148,5.485e-06,-5.485e-06,CONFIRMED
K05025.01,6.5873,7.266e-05,-7.266e-05,FALSE POSITIVE
K02381.01,6.58739,7.827e-05,-7.827e-05,FALSE POSITIVE
K04893.01,6.58754,7.864e-05,-7.864e-05,CANDIDATE
K04780.01,6.6018,8.971e-05,-8.971e-05,CANDIDATE
K06954.01,6.61367,0.0001118,-0.0001118,CANDIDATE
K01070.01,6.61836,2.529e-05,-2.529e-05,CONFIRMED
K02261.02,6.62548,0.0001742,-0.0001742,CANDIDATE
K01396.01,6.62643,1.661e-05,-1.661e-05,CONFIRMED
K06300.01,6.62761,2.69e-07,-2.69e-07,FALSE POSITIVE
K06557.01,6.63448,9.814e-05,-9.814e-05,CANDIDATE
K03963.01,6.6345,2.585e-05,-2.585e-05,FALSE POSITIVE
K07392.01,6.64024,3.83e-07,-3.83e-07,FALSE POSITIVE
K04748.01,6.64754,4.141e-05,-4.141e-05,CANDIDATE
K06166.02,6.65132,0.0006042,-0.0006042,CONFIRMED
K03068.02,6.65171,5.745e-05,-5.745e-05,CANDIDATE
K00912.02,6.66833,3.449e-05,-3.449e-05,CONFIRMED
K04900.01,6.67167,5.474e-05,-5.474e-05,CANDIDATE
K04501.01,6.67411,9.09e-05,-9.09e-05,FALSE POSITIVE
K07739.01,6.67519,0.0001922,-0.0001922,FALSE POSITIVE
K02158.02,6.68231,5.906e-05,-5.906e-05,CANDIDATE
K03495.02,6.68544,0.0001828,-0.0001828,CANDIDATE
K02174.01,6.69333,2.101e-05,-2.101e-05,CANDIDATE
K03056.01,6.69959,4.296e-05,-4.296e-05,CONFIRMED
K07708.01,6.70243,4.336e-05,-4.336e-05,CANDIDATE
K04947.01,6.70258,4.26e-05,-4.26e-05,FALSE POSITIVE
K07877.01,6.70995,5.509e-05,-5.509e-05,FALSE POSITIVE
K03767.01,6.71425,8.395e-06,-8.395e-06,FALSE POSITIVE
K00175.01,6.71426,1.268e-05,-1.268e-05,FALSE POSITIVE
K00379.01,6.71726,1.155e-05,-1.155e-05,FALSE POSITIVE
K06014.01,6.71738,5.34e-07,-5.34e-07,FALSE POSITIVE
K00917.01,6.71969,1.394e-05,-1.394e-05,FALSE POSITIVE
K01109.01,6.72108,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K06355.02,6.72877,8.734e-05,-8.734e-05,CANDIDATE
K01940.02,6.7368,3.5205e-05,-3.5205e-05,CANDIDATE
K02498.01,6.73809,4.473e-05,-4.473e-05,CONFIRMED
K00736.02,6.73894,2.687e-05,-2.687e-05,CONFIRMED
K02920.01,6.73968,6.397e-05,-6.397e-05,CONFIRMED
K02188.02,6.74457,0.0005696,-0.0005696,CANDIDATE
K04585.01,6.76289,8.852e-05,-8.852e-05,CONFIRMED
K00872.02,6.76653,1.577e-05,-1.577e-05,CONFIRMED
K01835.03,6.76691,1.438e-05,-1.438e-05,CONFIRMED
K06940.01,6.76734,2.64e-07,-2.64e-07,FALSE POSITIVE
K06399.01,6.7689,7.379e-05,-7.379e-05,CANDIDATE
K00795.01,6.7703,9.537e-06,-9.537e-06,CONFIRMED
K03209.02,6.77068,5.734e-05,-5.734e-05,CANDIDATE
K02656.01,6.77368,6.332e-05,-6.332e-05,CANDIDATE
K01998.01,6.77409,1.776e-05,-1.776e-05,CONFIRMED
K00395.01,6.7745,1.184e-05,-1.184e-05,FALSE POSITIVE
K02093.01,6.78341,2.387e-05,-2.387e-05,CANDIDATE
K04913.01,6.78788,8.153e-05,-8.153e-05,CANDIDATE
K00098.01,6.79012,1.905e-06,-1.905e-06,CONFIRMED
K02443.01,6.79165,4.313e-05,-4.313e-05,CONFIRMED
K01051.01,6.79685,2.247e-05,-2.247e-05,CANDIDATE
K01331.01,6.80082,2.28e-05,-2.28e-05,CANDIDATE
K02435.01,6.80243,6.377e-05,-6.377e-05,CANDIDATE
K03097.02,6.80258,6.099e-05,-6.099e-05,CONFIRMED
K06024.01,6.80728,0.0001735,-0.0001735,FALSE POSITIVE
K04670.01,6.80899,5.182e-05,-5.182e-05,CANDIDATE
K01154.01,6.81082,1.014e-06,-1.014e-06,CANDIDATE
K01765.01,6.81498,9.4e-07,-9.4e-07,FALSE POSITIVE
K01713.01,6.82778,1.744e-05,-1.744e-05,CONFIRMED
K04497.01,6.83006,7.268e-05,-7.268e-05,CANDIDATE
K02693.03,6.83441,1.924e-05,-1.924e-05,CONFIRMED
K07417.01,6.84031,4.24e-07,-4.24e-07,FALSE POSITIVE
K07368.01,6.84294,3.5205e-05,-3.5205e-05,CANDIDATE
K01052.02,6.84619,4.036e-05,-4.036e-05,CONFIRMED
K01315.01,6.8464,1.924e-05,-1.924e-05,CANDIDATE
K02195.03,6.84979,5.243e-05,-5.243e-05,CONFIRMED
K07182.01,6.85389,0.0003933,-0.0003933,CANDIDATE
K07085.01,6.85562,4.47e-07,-4.47e-07,FALSE POSITIVE
K02475.01,6.85567,3.007e-05,-3.007e-05,FALSE POSITIVE
K00332.02,6.86674,9.996e-05,-9.996e-05,CANDIDATE
K00428.01,6.87317,2.165e-06,-2.165e-06,CONFIRMED
K04096.01,6.87366,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K03729.01,6.87366,1.068e-05,-1.068e-05,FALSE POSITIVE
K03729.02,6.87366,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K01078.02,6.87745,8.893e-06,-8.893e-06,CONFIRMED
K06921.01,6.87778,9.034e-05,-9.034e-05,CANDIDATE
K07472.01,6.88269,3.35e-07,-3.35e-07,FALSE POSITIVE
K03196.02,6.88298,4.964e-05,-4.964e-05,CANDIDATE
K01370.01,6.88338,1.817e-05,-1.817e-05,CONFIRMED
K00257.01,6.88341,1.336e-05,-1.336e-05,CONFIRMED
K01432.01,6.88595,2.271e-05,-2.271e-05,CONFIRMED
K00041.02,6.88707,2.277e-05,-2.277e-05,CONFIRMED
K02029.03,6.88731,8.943e-05,-8.943e-05,CANDIDATE
K02367.01,6.89213,3.308e-05,-3.308e-05,CANDIDATE
K02282.01,6.89226,2.626e-05,-2.626e-05,CONFIRMED
K01983.01,6.90522,1.845e-05,-1.845e-05,FALSE POSITIVE
K01438.01,6.91134,2.477e-05,-2.477e-05,CONFIRMED
K03248.01,6.91262,5.175e-05,-5.175e-05,CANDIDATE
K03060.01,6.91317,0.0001679,-0.0001679,CONFIRMED
K00459.02,6.91987,2.766e-05,-2.766e-05,CONFIRMED
K02005.01,6.92101,2.22e-05,-2.22e-05,CONFIRMED
K06124.01,6.93228,7.229e-06,-7.229e-06,FALSE POSITIVE
K07445.01,6.93357,0.0001199,-0.0001199,CANDIDATE
K01665.01,6.93365,4.111e-05,-4.111e-05,CONFIRMED
K03226.02,6.93651,8.196e-05,-8.196e-05,CANDIDATE
K01681.01,6.9391,3.06e-05,-3.06e-05,CANDIDATE
K01805.01,6.94136,1.09e-05,-1.09e-05,CONFIRMED
K04234.01,6.94245,5.042e-05,-5.042e-05,CONFIRMED
K02167.02,6.95787,0.0003496,-0.0003496,CANDIDATE
K07426.01,6.96197,7.933e-05,-7.933e-05,CANDIDATE
K04188.01,6.96353,3.846e-05,-3.846e-05,CANDIDATE
K04034.01,6.96705,4.543e-05,-4.543e-05,CONFIRMED
K00724.01,6.97107,1.841e-05,-1.841e-05,FALSE POSITIVE
K02545.01,6.98141,7.603e-05,-7.603e-05,CONFIRMED
K04246.01,6.98472,6.164e-05,-6.164e-05,CONFIRMED
K01931.03,6.98801,4.507e-05,-4.507e-05,CONFIRMED
K01586.01,6.9913,1.449e-05,-1.449e-05,CONFIRMED
K02801.01,6.99205,3.838e-05,-3.838e-05,CANDIDATE
K05493.01,6.99358,7.03e-06,-7.03e-06,FALSE POSITIVE
K06834.01,6.9951,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K00581.01,6.99693,6.335e-06,-6.335e-06,CONFIRMED
K00876.01,6.9981,2.356e-06,-2.356e-06,FALSE POSITIVE
K06764.01,7.00287,1.37e-07,-1.37e-07,FALSE POSITIVE
K01480.02,7.00448,6.256e-05,-6.256e-05,CANDIDATE
K00351.06,7.00822,4.701e-05,-4.701e-05,CONFIRMED
K00338.01,7.01063,1.362e-05,-1.362e-05,CONFIRMED
K02406.01,7.01074,2.517e-05,-2.517e-05,CONFIRMED
K02165.01,7.01476,4.22e-05,-4.22e-05,FALSE POSITIVE
K04178.01,7.01602,0.006295,-0.006295,CANDIDATE
K01437.01,7.01734,5.169e-05,-5.169e-05,CANDIDATE
K00442.03,7.02574,2.348e-05,-2.348e-05,CONFIRMED
K07961.01,7.02932,7.983e-05,-7.983e-05,FALSE POSITIVE
K02732.01,7.03146,3.69e-05,-3.69e-05,CONFIRMED
K00696.01,7.0338,2.474e-05,-2.474e-05,CANDIDATE
K05999.01,7.03552,8.027e-06,-8.027e-06,FALSE POSITIVE
K00955.01,7.03902,1.467e-05,-1.467e-05,CONFIRMED
K01840.01,7.03933,1.747e-05,-1.747e-05,CONFIRMED
K03004.02,7.03965,7.836e-05,-7.836e-05,CANDIDATE
K06768.01,7.04358,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K01114.01,7.0471,2.588e-05,-2.588e-05,FALSE POSITIVE
K00965.01,7.0471,2.538e-06,-2.538e-06,FALSE POSITIVE
K06311.01,7.04711,1.23e-06,-1.23e-06,FALSE POSITIVE
K06310.01,7.04715,4.457e-05,-4.457e-05,FALSE POSITIVE
K07647.01,7.04716,7.663e-05,-7.663e-05,FALSE POSITIVE
K00005.02,7.05186,3.5205e-05,-3.5205e-05,CANDIDATE
K00500.01,7.05353,5.913e-06,-5.913e-06,CONFIRMED
K01165.01,7.05393,7.693e-06,-7.693e-06,CANDIDATE
K02650.02,7.05429,4.132e-05,-4.132e-05,CONFIRMED
K01364.02,7.05566,2.132e-05,-2.132e-05,CONFIRMED
K02011.01,7.05675,2.052e-05,-2.052e-05,CONFIRMED
K03630.01,7.06115,2.177e-06,-2.177e-06,FALSE POSITIVE
K00731.01,7.06115,1.163e-05,-1.163e-05,FALSE POSITIVE
K01515.02,7.06117,1.207e-05,-1.207e-05,CONFIRMED
K02827.01,7.06322,4.761e-05,-4.761e-05,CONFIRMED
K00457.02,7.06425,7.066e-06,-7.066e-06,CONFIRMED
K00082.04,7.07136,3.085e-05,-3.085e-05,CONFIRMED
K04187.01,7.07162,4.643e-05,-4.643e-05,FALSE POSITIVE
K01996.02,7.07395,6.358e-05,-6.358e-05,CANDIDATE
K05909.01,7.07988,9.101e-05,-9.101e-05,CANDIDATE
K04754.01,7.08757,8.132e-05,-8.132e-05,CANDIDATE
K07260.01,7.09521,3.77e-07,-3.77e-07,FALSE POSITIVE
K02739.02,7.09564,0.0001189,-0.0001189,CANDIDATE
K01146.01,7.09712,2.596e-05,-2.596e-05,CONFIRMED
K02508.01,7.10398,2.424e-05,-2.424e-05,FALSE POSITIVE
K00168.03,7.10696,1.74e-05,-1.74e-05,CONFIRMED
K05445.01,7.10911,0.0003784,-0.0003784,FALSE POSITIVE
K00899.01,7.11373,1.275e-05,-1.275e-05,CONFIRMED
K06833.01,7.1188,6.04e-07,-6.04e-07,FALSE POSITIVE
K00115.02,7.12594,1.406e-05,-1.406e-05,CONFIRMED
K02809.01,7.12685,5.579e-05,-5.579e-05,FALSE POSITIVE
K01986.02,7.12766,3.986e-05,-3.986e-05,CANDIDATE
K02632.01,7.12815,6.195e-05,-6.195e-05,CONFIRMED
K03236.01,7.13044,7.436e-05,-7.436e-05,CANDIDATE
K01579.01,7.13235,7.134e-06,-7.134e-06,FALSE POSITIVE
K02086.01,7.13295,3.635e-05,-3.635e-05,CONFIRMED
K06646.01,7.13566,5.457e-05,-5.457e-05,CANDIDATE
K01573.02,7.13692,1.632e-05,-1.632e-05,CANDIDATE
K01376.01,7.13895,3.329e-05,-3.329e-05,FALSE POSITIVE
K01402.01,7.1397,2.9e-05,-2.9e-05,CONFIRMED
K04741.01,7.14031,0.0001872,-0.0001872,FALSE POSITIVE
K06974.01,7.14037,4.56e-07,-4.56e-07,FALSE POSITIVE
K07372.01,7.14371,5.18e-07,-5.18e-07,FALSE POSITIVE
K00983.01,7.15486,6.891e-05,-6.891e-05,FALSE POSITIVE
K05323.01,7.15555,7.802e-06,-7.802e-06,CANDIDATE
K00906.01,7.15682,1.201e-05,-1.201e-05,CONFIRMED
K02241.01,7.1652,2.673e-05,-2.673e-05,CANDIDATE
K01149.01,7.16883,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K01445.01,7.16893,2.574e-05,-2.574e-05,CONFIRMED
K00341.01,7.17071,7.06e-06,-7.06e-06,CONFIRMED
K02111.02,7.18645,1.933e-05,-1.933e-05,CONFIRMED
K06259.02,7.18864,7.758e-05,-7.758e-05,CANDIDATE
K00728.01,7.18938,1.598e-06,-1.598e-06,CANDIDATE
K01440.01,7.19305,3.6e-05,-3.6e-05,CONFIRMED
K02450.02,7.19312,7.972e-05,-7.972e-05,CANDIDATE
K03030.01,7.19553,8.776e-05,-8.776e-05,FALSE POSITIVE
K07965.01,7.19681,4.771e-05,-4.771e-05,FALSE POSITIVE
K07479.01,7.19692,0.0001483,-0.0001483,CANDIDATE
K05245.01,7.20281,1.274e-05,-1.274e-05,CONFIRMED
K00248.01,7.20386,5.921e-06,-5.921e-06,CONFIRMED
K07467.01,7.20558,9.029e-05,-9.029e-05,CANDIDATE
K00800.02,7.21204,1.553e-05,-1.553e-05,CONFIRMED
K07541.01,7.21472,9.17e-07,-9.17e-07,FALSE POSITIVE
K06645.01,7.21636,1.721e-05,-1.721e-05,FALSE POSITIVE
K00410.01,7.21695,1.411e-06,-1.411e-06,FALSE POSITIVE
K06718.01,7.21701,7.03e-07,-7.03e-07,FALSE POSITIVE
K06933.01,7.22694,1.371e-06,-1.371e-06,FALSE POSITIVE
K05448.01,7.22699,0.0001428,-0.0001428,FALSE POSITIVE
K02369.03,7.22743,0.0001478,-0.0001478,CANDIDATE
K01923.01,7.234,1.603e-05,-1.603e-05,CONFIRMED
K06268.01,7.23497,1.812e-06,-1.812e-06,FALSE POSITIVE
K04032.05,7.23524,4.586e-05,-4.586e-05,CANDIDATE
K04021.01,7.23531,5.223e-05,-5.223e-05,CANDIDATE
K00632.01,7.23858,1.687e-05,-1.687e-05,CONFIRMED
K01567.01,7.24022,1.674e-05,-1.674e-05,CONFIRMED
K00780.02,7.24066,1.617e-05,-1.617e-05,CANDIDATE
K01119.01,7.24476,2.302e-05,-2.302e-05,FALSE POSITIVE
K06099.01,7.24478,3.89e-07,-3.89e-07,FALSE POSITIVE
K02264.02,7.25102,4.484e-05,-4.484e-05,CANDIDATE
K00107.01,7.25696,5.839e-06,-5.839e-06,CONFIRMED
K00242.01,7.25845,3.897e-06,-3.897e-06,CONFIRMED
K03685.02,7.25932,2.656e-05,-2.656e-05,CONFIRMED
K00571.01,7.26731,1.133e-05,-1.133e-05,CONFIRMED
K07978.01,7.26818,0.0001635,-0.0001635,CANDIDATE
K00783.01,7.27504,4.677e-06,-4.677e-06,CONFIRMED
K04733.01,7.28117,7.789e-05,-7.789e-05,CANDIDATE
K04725.01,7.28171,2.914e-05,-2.914e-05,CANDIDATE
K03043.02,7.29299,0.0001735,-0.0001735,CANDIDATE
K07464.01,7.29358,0.0002996,-0.0002996,FALSE POSITIVE
K07463.01,7.29492,0.0004205,-0.0004205,FALSE POSITIVE
K04385.01,7.29814,5.423e-05,-5.423e-05,CANDIDATE
K00184.01,7.30074,7.16e-07,-7.16e-07,FALSE POSITIVE
K06445.01,7.30445,3.91e-07,-3.91e-07,FALSE POSITIVE
K00725.01,7.30498,1.461e-05,-1.461e-05,FALSE POSITIVE
K00316.03,7.30571,8.191e-06,-8.191e-06,CANDIDATE
K06145.03,7.31385,0.0006871,-0.0006871,CANDIDATE
K03398.01,7.31945,6.16e-05,-6.16e-05,CONFIRMED
K03061.01,7.32852,2.311e-05,-2.311e-05,CANDIDATE
K07521.02,7.33407,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K01083.01,7.33685,3.67e-05,-3.67e-05,CONFIRMED
K00200.01,7.34071,8.05e-07,-8.05e-07,CONFIRMED
K04398.01,7.34225,5.537e-05,-5.537e-05,CANDIDATE
K01170.01,7.34374,1.134e-05,-1.134e-05,CANDIDATE
K06623.01,7.34616,5.66e-07,-5.66e-07,FALSE POSITIVE
K00547.02,7.34672,8.264e-05,-8.264e-05,CANDIDATE
K02963.02,7.35101,5.57e-05,-5.57e-05,CANDIDATE
K02270.01,7.35391,5.502e-05,-5.502e-05,FALSE POSITIVE
K00114.01,7.36179,2.128e-05,-2.128e-05,FALSE POSITIVE
K03108.01,7.36272,1.93e-05,-1.93e-05,CANDIDATE
K06317.01,7.36357,5.212e-06,-5.212e-06,FALSE POSITIVE
K01118.01,7.3729,2.732e-05,-2.732e-05,CANDIDATE
K01954.01,7.37339,1.862e-05,-1.862e-05,FALSE POSITIVE
K02697.01,7.37453,2.516e-05,-2.516e-05,FALSE POSITIVE
K00354.02,7.37868,3.746e-05,-3.746e-05,CANDIDATE
K07834.01,7.38123,0.0001091,-0.0001091,CANDIDATE
K00408.01,7.38198,7.158e-06,-7.158e-06,CONFIRMED
K00730.04,7.38443,2.959e-05,-2.959e-05,CONFIRMED
K06137.02,7.38468,0.0001003,-0.0001003,FALSE POSITIVE
K01223.01,7.38883,8.07e-07,-8.07e-07,FALSE POSITIVE
K00490.03,7.40612,1.392e-05,-1.392e-05,CONFIRMED
K01007.01,7.40743,3.66e-05,-3.66e-05,CONFIRMED
K03073.01,7.40985,2.887e-05,-2.887e-05,CANDIDATE
K01151.02,7.41084,3.098e-05,-3.098e-05,CONFIRMED
K00887.01,7.41113,1.357e-05,-1.357e-05,CONFIRMED
K05543.01,7.41505,2.712e-05,-2.712e-05,CANDIDATE
K01977.02,7.41556,5.357e-05,-5.357e-05,CONFIRMED
K01874.02,7.41635,2.752e-05,-2.752e-05,CONFIRMED
K02541.01,7.41683,7.9e-05,-7.9e-05,CONFIRMED
K03271.02,7.41835,6.474e-05,-6.474e-05,CANDIDATE
K07266.01,7.41854,0.0001631,-0.0001631,FALSE POSITIVE
K04782.01,7.42134,0.0001055,-0.0001055,CANDIDATE
K01106.01,7.42608,1.88e-05,-1.88e-05,CONFIRMED
K02392.01,7.42697,5.316e-05,-5.316e-05,CONFIRMED
K04456.01,7.42993,0.0001552,-0.0001552,CANDIDATE
K07387.01,7.43602,1.236e-06,-1.236e-06,FALSE POSITIVE
K01143.01,7.44043,1.908e-05,-1.908e-05,FALSE POSITIVE
K03837.01,7.44134,0.0001633,-0.0001633,FALSE POSITIVE
K02857.02,7.44136,6.693e-05,-6.693e-05,CONFIRMED
K00774.01,7.44265,7.02e-07,-7.02e-07,FALSE POSITIVE
K02840.02,7.44646,0.0001035,-0.0001035,CANDIDATE
K07273.01,7.44838,8.9e-07,-8.9e-07,FALSE POSITIVE
K06269.01,7.45302,7.207e-05,-7.207e-05,FALSE POSITIVE
K03745.01,7.45307,3.924e-05,-3.924e-05,FALSE POSITIVE
K07608.01,7.45393,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K00671.02,7.46662,3.411e-05,-3.411e-05,CONFIRMED
K02463.01,7.46719,5.655e-05,-5.655e-05,CONFIRMED
K07905.01,7.47518,0.0002273,-0.0002273,CANDIDATE
K02151.01,7.47764,2.891e-05,-2.891e-05,FALSE POSITIVE
K00869.01,7.49018,1.181e-05,-1.181e-05,CONFIRMED
K03114.01,7.49134,8.235e-05,-8.235e-05,CANDIDATE
K03797.01,7.50024,2.03e-05,-2.03e-05,FALSE POSITIVE
K02439.02,7.50179,0.0001461,-0.0001461,CANDIDATE
K04859.01,7.50197,0.0001136,-0.0001136,CANDIDATE
K02712.01,7.5079,9.742e-05,-9.742e-05,CANDIDATE
K08041.01,7.50882,0.002121,-0.002121,FALSE POSITIVE
K00279.03,7.5144,0.0001952,-0.0001952,CONFIRMED
K07227.01,7.5151,6.157e-05,-6.157e-05,FALSE POSITIVE
K07228.01,7.51515,4.55e-07,-4.55e-07,FALSE POSITIVE
K04627.01,7.51732,9.549e-05,-9.549e-05,CANDIDATE
K00216.02,7.51855,4.933e-05,-4.933e-05,CONFIRMED
K07008.01,7.53589,1.251e-06,-1.251e-06,FALSE POSITIVE
K04588.01,7.53737,9.576e-05,-9.576e-05,CANDIDATE
K03058.01,7.53887,8.726e-05,-8.726e-05,FALSE POSITIVE
K02148.02,7.54236,3.786e-05,-3.786e-05,CONFIRMED
K00803.01,7.54404,0.0001023,-0.0001023,FALSE POSITIVE
K05985.01,7.5448,3.208e-06,-3.208e-06,FALSE POSITIVE
K03184.01,7.54592,3.5205e-05,-3.5205e-05,CANDIDATE
K07052.01,7.5493,6.29e-07,-6.29e-07,FALSE POSITIVE
K03759.01,7.5493,3.544e-06,-3.544e-06,FALSE POSITIVE
K03077.02,7.55843,8.603e-05,-8.603e-05,CANDIDATE
K01975.01,7.56052,2.636e-05,-2.636e-05,CONFIRMED
K02649.01,7.56126,4.257e-05,-4.257e-05,CONFIRMED
K02612.02,7.573,6.315e-05,-6.315e-05,CANDIDATE
K02499.01,7.57571,6.59e-05,-6.59e-05,FALSE POSITIVE
K04657.01,7.57601,8.526e-05,-8.526e-05,CANDIDATE
K05769.01,7.58063,7.709e-05,-7.709e-05,CANDIDATE
K06132.02,7.58442,0.0002854,-0.0002854,CONFIRMED
K04776.01,7.58616,0.0001204,-0.0001204,CANDIDATE
K02159.01,7.5967,3.322e-05,-3.322e-05,CANDIDATE
K04335.01,7.61758,5.452e-05,-5.452e-05,CONFIRMED
K05563.01,7.6221,6.704e-05,-6.704e-05,CANDIDATE
K01905.01,7.62635,2.202e-05,-2.202e-05,CONFIRMED
K02333.02,7.63008,4.221e-05,-4.221e-05,CONFIRMED
K04829.01,7.63054,0.001141,-0.001141,CANDIDATE
K01534.02,7.63846,5.425e-05,-5.425e-05,CONFIRMED
K00137.01,7.64157,1.769e-06,-1.769e-06,CONFIRMED
K03425.03,7.6437,6.183e-05,-6.183e-05,CANDIDATE
K03031.01,7.64809,5.607e-05,-5.607e-05,CANDIDATE
K06943.01,7.64941,1.56e-07,-1.56e-07,FALSE POSITIVE
K01316.01,7.64971,4.366e-05,-4.366e-05,CANDIDATE
K00481.01,7.65024,6.396e-06,-6.396e-06,CONFIRMED
K04423.01,7.65271,6.544e-05,-6.544e-05,FALSE POSITIVE
K00487.01,7.6588,1.326e-05,-1.326e-05,CONFIRMED
K02220.04,7.66463,7.296e-05,-7.296e-05,CANDIDATE
K04692.02,7.67208,0.0001554,-0.0001554,CANDIDATE
K01166.01,7.67466,2.378e-05,-2.378e-05,CANDIDATE
K01833.02,7.68433,1.413e-05,-1.413e-05,CANDIDATE
K02340.01,7.68479,3.077e-05,-3.077e-05,CONFIRMED
K00708.02,7.69364,2.057e-05,-2.057e-05,CONFIRMED
K06380.01,7.69843,1.205e-06,-1.205e-06,FALSE POSITIVE
K02838.01,7.69994,4.918e-05,-4.918e-05,CONFIRMED
K06217.01,7.70167,0.0001417,-0.0001417,CANDIDATE
K06983.01,7.70217,0.0001312,-0.0001312,CANDIDATE
K01348.01,7.70237,5.631e-06,-5.631e-06,FALSE POSITIVE
K01525.01,7.71468,2.907e-05,-2.907e-05,CONFIRMED
K01085.01,7.71791,4.487e-05,-4.487e-05,CANDIDATE
K02083.01,7.72085,2.08e-05,-2.08e-05,CANDIDATE
K02174.03,7.72514,5.341e-05,-5.341e-05,CANDIDATE
K02966.01,7.72769,4.069e-05,-4.069e-05,FALSE POSITIVE
K06209.02,7.72967,6.356e-05,-6.356e-05,CANDIDATE
K00255.03,7.73334,8.831e-05,-8.831e-05,FALSE POSITIVE
K06056.01,7.7359,1.812e-05,-1.812e-05,FALSE POSITIVE
K07024.01,7.73591,2.93e-07,-2.93e-07,FALSE POSITIVE
K03158.04,7.74348,3.085e-05,-3.085e-05,CONFIRMED
K00816.01,7.74809,7.553e-06,-7.553e-06,CONFIRMED
K00627.01,7.75193,1.067e-05,-1.067e-05,CONFIRMED
K08026.01,7.75293,0.0001444,-0.0001444,CANDIDATE
K04030.01,7.75538,0.0001069,-0.0001069,FALSE POSITIVE
K01750.01,7.76846,4.111e-05,-4.111e-05,CONFIRMED
K00966.02,7.76967,3.5205e-05,-3.5205e-05,FALSE POSITIVE
K03912.01,7.77241,5.886e-05,-5.886e-05,FALSE POSITIVE
K05597.01,7.77711,8.386e-05,-8.386e-05,CANDIDATE
K00664.02,7.782,3.767e-05,-3.767e-05,CONFIRMED
K04605.01,7.78591,0.0002034,-0.0002034,CANDIDATE
K01800.01,7.7943,1.963e-06,-1.963e-06,CONFIRMED
K04737.01,7.79534,8.442e-05,-8.442e-05,CANDIDATE
K01597.01,7.79669,2.065e-05,-2.065e-05,CANDIDATE
K00471.02,7.81101,4.764e-05,-4.764e-05,CONFIRMED
K01987.01,7.81154,3.305e-05,-3.305e-05,FALSE POSITIVE
K00262.01,7.81286,2.823e-05,-2.823e-05,CONFIRMED
K01125.01,7.81484,9.096e-06,-9.096e-06,FALSE POSITIVE
K00972.02,7.82187,2.242e-05,-2.242e-05,FALSE POSITIVE
K00812.04,7.82502,3.89e-05,-3.89e-05,CONFIRMED
K01781.01,7.83443,2.959e-06,-2.959e-06,CONFIRMED
K06795.01,7.84107,3.67e-07,-3.67e-07,FALSE POSITIVE
K04312.01,7.84932,7.556e-05,-7.556e-05,CONFIRMED
K00325.01,7.86336,1.1e-05,-1.1e-05,FALSE POSITIVE
K05708.01,7.86336,1.098e-06,-1.098e-06,CANDIDATE
K08052.01,7.86871,0.000136,-0.000136,CANDIDATE
K05209.01,7.87174,8.992e-05,-8.992e-05,FALSE POSITIVE
K00775.02,7.87742,1.493e-05,-1.493e-05,CONFIRMED
K02585.03,7.87846,8.424e-05,-8.424e-05,CANDIDATE
K01456.01,7.88663,3.478e-06,-3.478e-06,CONFIRMED
K00022.01,7.89145,5.06e-07,-5.06e-07,CONFIRMED
K07427.01,7.89353,0.0001906,-0.0001906,CANDIDATE
K03091.02,7.90698,0.0001967,-0.0001967,CANDIDATE
K07125.01,7.91827,0.0001842,-0.0001842,CANDIDATE
