rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_impact,koi_duration,koi_depth,koi_prad,koi_teq,koi_insol
8569,8487838,K04596.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,1.06194,0.125,2.31,52,0.68,1757,2252.16
1981,10024051,K02409.01,Kepler-1228 b,CONFIRMED,CANDIDATE,1,0,0,0,0,0.577369,0.032,1.0852,400.4,1.42,1757,2239.26
4488,9094763,K04779.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,1.0847,0.672,4.077,124,1.11,1757,2247.25
8149,5018787,K06487.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.607192,0.917,1.30166,17369,12.44,1759,2251.28
8132,12403968,K07531.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,0.589753,0.318,0.606,216,1.03,1760,2262.14
5646,2014991,K02178.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,6.49677,0.643,2.527,135,3.74,1761,2273.36
1848,6871071,K02220.03,Kepler-374 b,CONFIRMED,CANDIDATE,1,0,0,0,0,1.89783,0.227,2.7114,132.4,1.73,1761,2278.95
4471,11456405,K04845.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,0.814279,0.451,2.087,72,0.76,1762,2284.94
8368,10407430,K07322.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,0.933759,0.712,3.491,114.9,0.99,1763,2289.8
3797,5026326,K04280.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,1.39773,0.644,4.129,181.3,1.58,1763,2275.72
3725,5513857,K04119.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,0.755102,0.464,3.044,119.8,0.91,1763,2287.46
3644,5217574,K04151.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,0.894863,0.65,2.657,172,1.19,1764,2296.25
8361,5966732,K06641.01,Unknown,CANDIDATE,CANDIDATE,0.965,0,0,0,0,1.4009,0.196,0.883,136.5,1.16,1764,2284.73
3494,2696205,K07636.01,Unknown,CANDIDATE,CANDIDATE,0.987,0,0,0,0,0.70274,0.742,1.379,65.1,0.73,1765,2292.96
7478,7707736,K06909.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1,0.758356,0.846,4.4135,9568.3,8.78,1765,2292.94
9252,6445531,K07779.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,1.71025,0.508,2.833,98.6,1.2,1766,2298.2
3137,10973664,K00601.03,Kepler-619 c,CONFIRMED,CANDIDATE,1,0,0,0,0,1.20846,0.831,1.544,227.3,1.64,1767,2307.65
345,11013201,K00972.01,Unknown,CANDIDATE,CANDIDATE,0.632,0,0,0,0,13.119,0.042,4.3045,372.2,8.25,1768,2310.43
8744,11029877,K07403.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,2.06942,1.241,5.71941,16188,55.45,1768,2310.53
5168,6314185,K03752.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1,1.43326,0.933,5.6316,1849.5,5.67,1769,2319.46
3839,5563080,K04220.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,0.785473,0.389,1.3911,339.6,1.61,1769,2325.64
6719,9180282,K05636.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,2.79124,0.709,2.843,154.8,2.22,1771,2322.96
5800,6312314,K01625.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,1.2212,0.6,1.8511,111.6,1.1,1772,2334.4
4096,11137065,K04620.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1,0.933733,0.022,3.056,96.9,0.9,1773,2344.56
3077,4454752,K00496.01,Kepler-578 b,CONFIRMED,CANDIDATE,1,0,0,0,0,1.61688,0.856,1.6325,437.3,4.47,1774,2342.49
3692,10089911,K04034.01,Kepler-1543 b,CONFIRMED,FALSE POSITIVE,0.1,1,0,0,0,6.96705,0.906,3.73,213.7,6.14,1774,2341.58
7307,3342952,K03215.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.005,0,0,1,0,1.03905,0.096,1.689,24.4,0.48,1774,2348.45
2030,9964748,K02496.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,1.18382,0.17,1.393,84.3,0.91,1775,2337.65
9488,9899623,K07975.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,1.33259,0.711,4.947,105.5,1.14,1776,2349.35
5618,3228804,K03996.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,0.730947,1.143,4.396,248,14.43,1777,2349.48
5527,7431709,K07838.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,0.572514,0.04,2.353,49.3,0.52,1779,2365.45
4895,5952448,K07753.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,0.905676,0.008,1.701,73.2,0.77,1780,2374.98
9261,7841925,K01499.02,Unknown,CANDIDATE,CANDIDATE,0.944,0,0,0,0,0.840594,0.018,1.404,49.8,0.62,1780,2368.31
3789,7777522,K04415.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,0.88513,0.651,3.156,177.3,1.21,1780,2373.06
3919,6343576,K04438.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,6.39904,0.241,3.15,186.6,6.54,1780,2376.4
3638,11972872,K04089.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,0.531107,0.94,3.0293,5133.6,7.54,1781,2371.49
5549,5895588,K03981.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.132,0,0,1,0,0.849278,1.187,3.137,690.8,20.11,1781,2366.84
7360,6695889,K06757.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.001,0,1,0,0,1.10656,0.531,2.64151,253680,47.63,1782,2382.7
5547,9899217,K03979.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,1.33255,0.741,4.69,158.3,1.36,1782,2377.19
2321,9697131,K02706.01,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,3.09757,0.408,4.588,83.3,1.75,1782,2380.18
3704,11145831,K04039.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,1.38784,0.38,2.252,136.8,1.24,1783,2378.53
3196,4367854,K02876.02,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0,0.535225,0.017,3.3402,228.7,1.09,1783,2385.75
1049,4278221,K01615.01,Kepler-908 b,CONFIRMED,CANDIDATE,1,0,0,0,0,1.3406,0.007,1.6484,107.5,1.16,1783,2393.35
2308,11188249,K02765.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.001,0,0,1,0,2.75505,0.738,3.426,85.5,1.74,1783,2387.41
5398,4147444,K03880.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,1.8037,0.405,1.5922,69.7,1,1783,2385.75
349,3632418,K00975.01,Kepler-21 A b,CONFIRMED,CANDIDATE,1,0,0,0,0,2.78582,0.893,3.5599,68.9,1.69,1784,2388.98
414,10743597,K00989.02,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,0.817026,0.01,2.0799,1145.5,2.92,1784,2386.13
7606,10422852,K07326.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.39889,1.123,4.9641,66012,57.48,1784,2389.78
7617,2568971,K06278.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0,5.08858,1.195,7.6066,448.9,46.02,1786,2400.3
7400,5025234,K06497.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,1.77555,0.9299,14.41,83.5,1.26,1786,2402.56
2485,9472074,K02735.01,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,0.558841,0.307,0.7918,280.9,1.33,1787,2412.15
3817,6187341,K04216.01,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,0.492292,0.957,0.894,1107.6,3.42,1788,2415.37
7032,8620565,K01250.02,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,0,1,1,0,1.21367,7.3743,1.3644,2731,697.14,1789,2422.45
2886,11244137,K02994.01,Kepler-1402 b,CONFIRMED,CANDIDATE,0.996,0,0,0,0,2.03387,0.238,3.097,73.6,1.6,1789,2422.92
931,4060815,K01222.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,0,0,0,0,4.28568,0.5445,4.059,31.4,2.13,1790,2429.13
3914,6778008,K04373.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,0.945829,0.326,1.715,98.2,0.86,1790,2433.01
2021,6044553,K02646.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0,0.532086,1.199,4.023,495.8,16.99,1790,2417.28
8045,8193315,K06988.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.62387,0.49,4.61248,232470,74.23,1790,2430.91
2275,10070468,K02628.01,Kepler-1297 b,CONFIRMED,CANDIDATE,0.998,0,0,0,0,1.68189,0.415,2.992,83.2,1.27,1790,2432.14
4841,6233903,K03609.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.99536,0.843,6.57901,172400,112.12,1791,2437.81
3780,5876360,K04279.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.05085,1.111,1.6788,41694,45.89,1791,2423.97
5057,9117416,K03425.02,Unknown,CANDIDATE,CANDIDATE,0.953,0,0,0,0,3.15722,0.001,3.762,49.7,1.41,1791,2436.47
8503,9164788,K07140.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,1,0,0,0,2.66811,0.9911,22.49,48.3,1.53,1792,2439.28
5291,8781480,K03929.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,121.06,1.2,3.112,1563,1680.99,1792,2437.81
2051,12257999,K02577.01,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,18.5558,0.073,5.372,565.9,20.83,1793,2442.24
7746,7033748,K06814.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.19636,0.702,9.65516,266550,82.04,1793,2448.43
9105,10535991,K08024.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,0.933749,0.505,3.504,57.8,0.66,1793,2442.7
8145,4949027,K06480.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,0,0,1,1,1.061,0.0834,1.675,95.9,0.94,1793,2443.69
655,5802486,K01039.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,1.07392,1.266,2.4305,1926.6,33.01,1794,2450.63
5698,9593528,K03939.01,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,1.88665,1.269,1.343,2098,43.81,1794,2453.86
7628,5164794,K06531.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0,1.04294,0.922,7.22,412,2.49,1795,2448.03
7095,10614158,K06227.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,4.46255,0.004,14.0957,22720,52.74,1795,2458.34
9210,6198256,K07770.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.318,1,0,0,0,3.54829,0.036,3.281,70.9,1.69,1795,2458.09
2596,6690836,K02699.01,Kepler-1317 b,CONFIRMED,CANDIDATE,1,0,0,0,0,0.568875,0.05,1.2177,378.4,1.49,1796,2473.19
3469,9640985,K00713.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,2.17815,1.228,3.5065,511.3,34.19,1796,2457.28
2116,12110786,K02665.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,1.11221,0.402,1.35,54.7,0.73,1797,2467.09
7101,6934587,K06032.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.57092,1.083,3.2232,65124,59.12,1797,2473.29
8260,3838004,K06365.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,2.34414,0.104,0.4495,110.8,2.43,1797,2469.65
3216,8773869,K00462.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,1.57634,0.01,3.1232,335.1,2.96,1797,2460.7
4529,5119619,K04789.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,1.11206,0.008,1.459,118.7,1.02,1799,2484.64
8356,7282008,K06858.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,0.566798,0.176,4.503,72.6,0.65,1799,2467.38
5570,8036287,K03984.01,Kepler-1537 b,CONFIRMED,CANDIDATE,1,0,0,0,0,1.44445,0.162,0.9753,200.7,2.03,1800,2479.44
9379,10613718,K07350.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,0.587939,1.257,1.40211,7339.5,29.98,1800,2476.75
9335,10208759,K07295.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.28752,0.346,10.0879,358580,86.76,1801,2484.21
2317,4381282,K02922.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,0.497582,0.328,1.46,140.6,0.76,1801,2487.04
7916,6442246,K06709.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,2.21275,0.229,3.054,22.7,0.68,1801,2494.14
9364,11724094,K08064.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.47623,0.375,2.032,39.1,0.71,1802,2484.49
8991,9592831,K07947.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,0.609668,0.135,2.836,287.6,1.35,1805,2491.57
7820,9658089,K07220.01,Unknown,CANDIDATE,CANDIDATE,0.996,0,0,0,0,1.05708,0.966,1.82,60.6,0.97,1805,2518.85
1591,5213902,K01941.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,1.19481,0.404,1.3777,189.5,1.36,1806,2521.46
5324,8127648,K03713.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.02347,1.409,2.3804,129530,100.39,1807,2522.39
2296,7008149,K02918.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.001,0,0,1,0,0.515553,1.128,1.7869,1224.1,13.96,1807,2508.21
7726,2720354,K06292.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.007,0,1,0,0,2.82133,0.537,5.02692,64776,40,1807,2520.03
7130,7537945,K06039.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,1.07191,1.272,3.8559,9817.8,40.32,1809,2534.86
6506,8823893,K05575.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,1.5065,0.684,2.762,45.4,0.81,1809,2520.53
2847,5040077,K03065.01,Unknown,CANDIDATE,CANDIDATE,0.999,0,0,0,0,0.896382,0.332,1.113,136.4,1,1810,2524.81
3529,7124613,K00673.01,Kepler-642 b,CONFIRMED,CANDIDATE,1,0,0,0,0,4.41746,0.085,2.965,291,3.95,1810,2536.07
8673,10481054,K07333.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,2.03743,0.791,3.939,36,0.9,1812,2550.21
5554,7137725,K01699.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,2.25355,0.761,3.66,119.6,1.7,1812,2547.01
8762,4285087,K06112.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.24302,0.661,4.31675,277950,92.34,1813,2547.31
5417,9097892,K03809.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,1.67469,1.212,2.0179,527.4,29.78,1813,2558.96
977,6390824,K01234.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,0.973548,1.097,2.2858,435.7,11.52,1814,2556.6
2351,4275117,K02776.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,1.00653,0.467,1.3175,125.9,1.03,1815,2556.97
7768,10583181,K07344.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.69635,0.324,5.39585,245990,80.71,1815,2560.78
5440,6148271,K03812.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,1.78527,1.262,6.2233,1733.1,41.19,1815,2563.99
747,6878167,K01371.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,0.83398,0.547,1.756,261.2,1.45,1816,2562.78
8972,5647008,K08103.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.493,0,1,0,0,0.799868,1.274,6.613,4928.8,34.7,1816,2581.61
9134,9943435,K02788.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,0.777664,0.204,1.1741,134.3,0.95,1816,2553.18
3990,12418891,K04321.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,0.760941,0.26,1.773,186.6,1.18,1817,2591.44
8415,9637299,K07207.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.88244,0.395,3.50695,344200,74.77,1818,2589.75
8949,2449053,K07633.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,0.739753,0.525,4.2,481.8,2.09,1818,2580
3593,7777471,K04075.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,0.885131,0.715,3.377,93.2,0.9,1818,2579.83
4024,5785279,K04259.01,Unknown,CANDIDATE,CANDIDATE,0.885,0,0,0,0,0.909128,0.098,1.431,98.7,0.98,1818,2566.87
4635,8043721,K04812.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.216,1,0,0,0,0.779579,0.183,2.457,70.4,0.71,1819,2585.39
8581,8295671,K04593.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,0,0.9814,0.408,0.5051,158.3,1.21,1820,2602.14
5482,5195172,K01671.01,Unknown,CANDIDATE,CANDIDATE,0.979,0,0,0,0,1.48028,0.058,2.486,60.5,0.97,1822,2597.27
6701,7258902,K05378.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,0,1,0,1,1.80774,0.9062,2.637,592.6,5.29,1822,2606.24
8237,9221627,K07148.01,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,1.76138,0.159,1.355,359.3,2.32,1824,2621.69
916,4570931,K01343.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,1.54493,0.533,1.0134,138.5,1.39,1824,2606.96
8453,4356621,K06405.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,1.7318,0.445,2.924,60.6,1.19,1825,2628.3
8620,5440651,K05168.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,0,1,0,0,0.502807,1.2503,1.01493,4658.7,26.81,1825,2623.68
8135,9959492,K03051.02,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,1.33259,0.634,5.187,70.8,1.13,1825,2625.26
7588,7838639,K06922.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.1132,0.909,3.46341,57316,50.13,1825,2624.42
9359,9640649,K07951.01,Unknown,CANDIDATE,CANDIDATE,0.971,0,0,0,0,0.862329,0.421,1.044,140.9,1.09,1825,2623.55
2192,5991936,K02606.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,0,0,1,0,6.0974,1.2051,4.635,568.5,45.49,1826,2630.31
5969,1572948,K04924.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,3.00318,0.98,2.814,374.7,4.7,1827,2630.88
4889,3544694,K03629.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.92286,1.001,3.4594,101270,70.65,1827,2631.95
1837,12058147,K02072.01,Kepler-1082 b,CONFIRMED,CANDIDATE,1,0,0,0,0,1.54321,0.217,2.5779,91.2,1.23,1827,2636.85
5627,5467124,K02161.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,2.84574,0.656,7.28,211.7,3.63,1829,2645.94
7913,6421483,K06703.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.1584,0.996,8.1633,93038,101.02,1829,2649.52
5438,3547315,K03736.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.642349,0.966,2.1184,39597,25.76,1829,2653.37
6982,4035675,K06107.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.87366,1.13,2.1054,43895,110.29,1830,2645.12
7891,11922782,K07495.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.75647,0.824,4.7781,188220,87.4,1831,2652.65
9386,7282168,K07831.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,0.566817,0.042,1.779,35.9,0.42,1832,2676.11
915,10879208,K01286.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,0.668484,1.269,2.0909,2899.8,29.53,1832,2642.17
7172,8153568,K06051.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,3.60727,0.463,14.0841,841900,221.55,1833,2671.63
7115,8112324,K07867.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.575925,0.905,2.4676,137400,38.24,1834,2666.7
7556,2283362,K06262.01,Unknown,CANDIDATE,CANDIDATE,0.334,0,0,0,0,0.673141,0.1065,0.921,229.5,1.29,1834,2675.15
7716,10547685,K07340.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,1.38851,1.145,2.84811,37638,52.43,1836,2679.88
84,3114661,K00796.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,0.444292,1.258,2.0792,10967,27.51,1836,2706.26
5630,7199644,K07821.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1,1.13357,0.739,2.849,33.1,0.59,1836,2688.01
5414,8302302,K03732.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.13593,1.282,4.5036,27247,52.05,1836,2683.57
2838,2720514,K02979.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,1.37129,0.953,1.4528,66.2,1.15,1837,2695.6
591,2558363,K01021.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,0.546249,1.215,2.0543,639.7,18.93,1837,2677.36
5427,6312521,K03656.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,3.01552,0.851,3.1713,159580,155.81,1837,2692.16
4613,9822284,K04807.01,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,0.969824,0.332,0.783,23.1,0.49,1839,2709.67
5294,10661718,K03931.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,1.23136,0.972,5.433,471,2.93,1839,2707.51
2185,9753154,K02457.01,Kepler-1244 b,CONFIRMED,CANDIDATE,0.999,0,0,0,0,3.70429,0.001,3.37,55.7,1.45,1839,2708.57
8014,12208631,K02449.02,Unknown,CANDIDATE,CANDIDATE,1,0,0,0,0,0.912351,0.956,1.072,111.8,1.46,1840,2705.58
5503,5443775,K01676.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,3.30767,0.602,1.672,243.1,3.87,1840,2710.89
9022,3241647,K07650.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,0.851679,0.418,2.028,67.9,0.85,1840,2698.28
8276,4953173,K04676.02,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,3.36379,1.159,23.7,136.3,44.77,1840,2712.28
5652,6185496,K02858.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,0.474629,0.377,1.0194,331.3,1.43,1840,2691.55
3605,8029197,K04147.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,2.15293,0.45,3.043,41.4,1.02,1841,2708.61
912,10960993,K01284.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1,3.11709,1.255,3.06941,12152,88.51,1842,2725.12
4380,10801249,K04611.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,0,1,1.67496,0.399,2.994,35.9,0.77,1843,2732.19
2249,5039129,K02546.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,1.31968,0.62,1.978,100.7,1.13,1843,2729.71
3705,11444952,K04040.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,0.678349,1.187,3.092,486,19.06,1844,2737.73
9354,8895758,K03106.01,Kepler-1427 b,CONFIRMED,CANDIDATE,0.877,0,0,0,0,0.968981,0.065,1.517,118.5,1.08,1844,2730.51
5506,9366989,K01785.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,1.21903,0.075,2.151,6923.8,9.82,1845,2734.97
1393,4743513,K00024.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,2.08608,0.914,2.2647,3657.8,10.3,1845,2747.42
5400,5980800,K03882.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.334,0,1,0,0,0.828326,1.3292,1.42721,10718,49.67,1845,2739.59
2721,10585738,K03032.01,Kepler-1415 b,CONFIRMED,CANDIDATE,0.973,0,0,0,0,0.636425,0.319,0.947,217.9,1.31,1846,2754.93
1270,5972334,K00191.03,Unknown,CANDIDATE,CANDIDATE,0.998,0,0,0,0,0.708621,0.033,1.5041,187.5,1.2,1846,2741.07
5452,4678875,K03664.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.87888,0.441,6.60887,824390,148.25,1846,2750.37
8463,3230227,K06311.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,7.04711,1.077,3.16223,69626,119.64,1846,2744.25
3429,5966660,K00656.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.001,0,0,1,0,1.90663,0.98,3.0825,268,2.72,1847,2745.66
5426,5308419,K03887.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,1.24148,1.227,2.195,141,27.25,1847,2761.35
6563,8043968,K05469.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1,0.779616,0.699,3.932,81.5,0.83,1847,2735.51
3748,3757407,K04057.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,9.08915,0.043,3.1886,110.1,4.35,1848,2754.19
4252,12069414,K04512.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.001,0,0,1,0,0.589459,0.086,0.8278,158.4,0.98,1848,2736.51
726,6934291,K01367.01,Kepler-828 b,CONFIRMED,CANDIDATE,1,0,0,0,0,0.567856,0.324,1.0258,334.8,1.55,1848,2760.23
1419,9649706,K02049.01,Kepler-1072 b,CONFIRMED,CANDIDATE,1,0,0,0,0,1.56907,0.097,2.7803,147.2,1.68,1849,2763.39
9487,9899621,K07974.01,Unknown,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,1.33255,0.462,3.63,66.6,0.92,1850,2765.99
7924,8112013,K06969.01,Unknown,CANDIDATE,CANDIDATE,0.276,0,0,0,0,1.79052,0.643,3.34624,61542,32.19,1850,2761.65
7145,11252617,K06236.02,Unknown,FALSE POSITIVE,FALSE POSITIVE,0.001,0,0,1,0,1.27621,0.276,2.169,186.2,1.46,1851,2769.8
