rowid,kepoi_name,koi_period,koi_prad,koi_teq
6640,K05362.01,150.7,3.5205e-05,-3.5205e-05
6774,K05902.01,150.728,0.002327,-0.002327
1643,K01822.01,150.878,0.0005029,-0.0005029
5925,K05158.01,151.13,0.01071,-0.01071
7207,K06160.01,151.318,0.01059,-0.01059
6845,K05970.01,151.577,0.002864,-0.002864
6716,K05633.01,151.779,0.002291,-0.002291
2992,K00581.02,151.864,0.001387,-0.001387
3421,K00655.02,151.885,0.0009564,-0.0009564
2902,K00353.01,152.106,0.000258,-0.000258
4861,K03533.01,152.151,5.686e-05,-5.686e-05
4323,K04667.01,152.824,0.004556,-0.004556
5447,K03890.01,152.826,0.0007133,-0.0007133
5098,K01718.02,153.349,0.004914,-0.004914
8621,K04922.01,153.521,0.004335,-0.004335
9513,K07872.01,153.726,0.001731,-0.001731
8552,K04202.01,153.979,0.001726,-0.001726
7040,K06214.02,154.537,0.005439,-0.005439
7205,K00337.02,154.607,0.004279,-0.004279
4350,K04466.01,154.674,0.004601,-0.004601
3525,K00622.01,155.042,0.0004007,-0.0004007
5979,K05052.01,155.046,0.001509,-0.001509
4880,K03536.01,156.517,2.81e-05,-2.81e-05
2691,K00316.02,157.066,0.0006468,-0.0006468
4884,K03539.01,157.323,8.854e-05,-8.854e-05
5543,K02584.01,157.821,0.01653,-0.01653
5268,K03923.01,158.323,0.0003002,-0.0003002
4411,K04544.01,158.348,0.003188,-0.003188
625,K01162.01,158.685,0.000466,-0.000466
6195,K05235.01,159.058,0.01275,-0.01275
2292,K02841.01,159.389,0.003488,-0.003488
3183,K00401.02,160.019,0.0005208,-0.0005208
5136,K03901.01,160.131,0.00172,-0.00172
9147,K08136.01,160.243,0.002497,-0.002497
3972,K04319.01,160.412,0.0009973,-0.0009973
3925,K04307.01,160.85,0.003764,-0.003764
5163,K03678.01,160.885,8.794e-05,-8.794e-05
2742,K03036.01,161.24,0.004213,-0.004213
5396,K03806.01,161.252,0.001629,-0.001629
5109,K03820.01,161.253,0.001333,-0.001333
7328,K03155.01,161.253,0.0003288,-0.0003288
5218,K03843.01,161.254,0.003483,-0.003483
3342,K00633.01,161.475,0.0008462,-0.0008462
5421,K02078.02,161.516,0.001258,-0.001258
640,K01099.01,161.528,0.0003206,-0.0003206
5950,K05044.01,161.538,0.005426,-0.005426
6634,K05736.01,161.652,0.002234,-0.002234
478,K00998.01,161.788,3.539e-05,-3.539e-05
825,K01271.01,162.048,0.0001153,-0.0001153
6075,K05315.01,163.105,0.003791,-0.003791
6939,K04030.02,163.515,3.5205e-05,-3.5205e-05
3729,K04051.01,163.692,0.001319,-0.001319
6844,K05969.01,163.82,0.002296,-0.002296
6822,K05952.01,164.507,0.00452,-0.00452
5539,K02515.01,164.575,3.5205e-05,-3.5205e-05
6968,K04181.02,164.689,0.003776,-0.003776
9555,K03761.01,164.95,0.002941,-0.002941
2538,K02689.01,165.345,0.000301,-0.000301
4836,K03528.01,165.406,1.14e-05,-1.14e-05
1064,K01230.01,165.74,0.0001766,-0.0001766
2331,K00267.01,165.756,0.01043,-0.01043
3282,K00415.01,166.788,0.0001312,-0.0001312
7334,K06115.01,168.669,3.5205e-05,-3.5205e-05
5945,K05039.01,168.771,0.01087,-0.01087
3694,K04036.01,168.811,0.002102,-0.002102
3970,K04317.01,168.847,0.01083,-0.01083
6928,K06185.01,168.858,0.007528,-0.007528
3738,K04054.01,169.135,0.001553,-0.001553
6170,K05107.01,169.331,0.002482,-0.002482
6552,K05839.01,169.415,0.003827,-0.003827
1277,K01477.01,169.498,0.0006769,-0.0006769
6339,K05656.01,169.848,3.5205e-05,-3.5205e-05
4179,K04639.01,169.894,0.003102,-0.003102
2074,K02670.01,170.866,0.000125,-0.000125
3890,K04367.01,170.996,0.00123,-0.00123
6157,K05224.01,171.029,0.004428,-0.004428
8971,K08102.01,171.047,0.001613,-0.001613
8859,K05658.01,171.698,0.004121,-0.004121
7214,K02203.02,172.179,0.002068,-0.002068
9377,K08278.01,172.281,0.00995,-0.00995
6864,K05859.01,172.622,0.004208,-0.004208
2675,K00374.01,172.705,0.0004753,-0.0004753
9387,K07833.01,172.82,0.005097,-0.005097
7306,K03210.01,173.069,0.01321,-0.01321
6511,K05580.01,173.22,0.002862,-0.002862
4004,K04253.01,173.258,0.0008167,-0.0008167
5747,K00364.01,173.929,3.5205e-05,-3.5205e-05
3829,K04356.01,174.51,0.002148,-0.002148
2559,K02750.01,174.636,0.002022,-0.002022
2619,K03086.01,174.732,0.003126,-0.003126
5433,K03660.01,174.77,0.0001151,-0.0001151
5829,K03118.01,174.96,3.5205e-05,-3.5205e-05
5142,K03674.01,175.066,6.792e-05,-6.792e-05
5683,K04009.01,175.139,0.002581,-0.002581
2818,K02975.01,175.329,0.002603,-0.002603
5201,K07789.01,175.359,0.004832,-0.004832
6793,K05921.01,175.453,0.003908,-0.003908
2109,K02592.01,175.603,0.003232,-0.003232
4145,K04490.01,176.174,0.01595,-0.01595
3491,K00615.01,176.243,0.0003059,-0.0003059
1878,K02312.01,176.331,0.007995,-0.007995
2265,K02474.01,176.846,0.002753,-0.002753
6408,K05801.01,177.376,0.01611,-0.01611
4668,K04745.01,177.669,0.003315,-0.003315
4161,K04704.01,177.814,0.01011,-0.01011
5660,K04005.01,178.139,0.001897,-0.001897
6375,K05790.01,178.267,0.002828,-0.002828
4819,K03605.01,178.268,3.637e-05,-3.637e-05
5359,K03641.01,178.413,3.096e-05,-3.096e-05
5360,K03641.02,178.45,3.5205e-05,-3.5205e-05
6222,K05248.01,179.255,0.02287,-0.02287
6345,K05781.01,179.272,3.5205e-05,-3.5205e-05
3415,K00108.02,179.61,0.0001823,-0.0001823
4803,K03376.02,179.85,3.5205e-05,-3.5205e-05
6060,K05071.01,180.412,0.0007335,-0.0007335
7291,K03169.01,180.718,0.02989,-0.02989
6401,K05675.01,180.89,0.002769,-0.002769
7142,K02012.02,180.922,0.002826,-0.002826
4328,K04459.01,181.354,0.02915,-0.02915
5960,K05289.01,181.812,0.008056,-0.008056
5252,K03696.01,181.852,0.0001049,-0.0001049
4629,K04740.01,182.282,0.005928,-0.005928
6369,K05666.01,182.453,0.004504,-0.004504
7202,K06158.01,182.467,0.003923,-0.003923
6816,K05946.01,183.38,3.5205e-05,-3.5205e-05
8934,K08199.01,183.836,0.005393,-0.005393
4165,K04494.01,183.855,0.008133,-0.008133
7252,K02714.03,184.263,0.002694,-0.002694
5046,K03577.01,184.52,4.781e-05,-4.781e-05
4233,K04576.01,184.568,0.01104,-0.01104
4815,K03524.01,184.647,0.0001001,-0.0001001
3688,K04103.01,184.773,0.002335,-0.002335
6406,K05799.01,184.883,0.002036,-0.002036
5883,K03080.01,185.01,3.5205e-05,-3.5205e-05
463,K01067.01,185.023,2.775e-05,-2.775e-05
7410,K07883.01,185.104,0.004791,-0.004791
9275,K08051.01,185.244,0.003294,-0.003294
3592,K04074.01,185.533,0.01581,-0.01581
9234,K08146.01,185.83,0.05406,-0.05406
5778,K01483.01,185.953,0.0001158,-0.0001158
9344,K08180.01,185.975,0.02258,-0.02258
1184,K01582.01,186.436,0.000489,-0.000489
5282,K03782.01,186.517,0.0001585,-0.0001585
4116,K04623.01,186.553,0.01762,-0.01762
8732,K05208.01,186.595,0.01555,-0.01555
1982,K02410.01,186.654,3.5205e-05,-3.5205e-05
4627,K04738.01,186.722,0.03136,-0.03136
5592,K02843.01,187.513,3.5205e-05,-3.5205e-05
1663,K02102.01,187.747,0.00146,-0.00146
6315,K05653.01,188.664,0.006656,-0.006656
9093,K07940.01,188.881,0.001156,-0.001156
5992,K05300.01,188.954,0.008036,-0.008036
9438,K08232.01,189.184,0.004211,-0.004211
6878,K05876.01,189.456,0.004565,-0.004565
6547,K05715.01,189.962,0.008865,-0.008865
185,K00119.02,190.32,0.0005327,-0.0005327
4614,K04876.01,190.606,0.01166,-0.01166
6504,K05453.01,190.659,0.01953,-0.01953
9049,K08225.01,190.783,0.005017,-0.005017
5940,K03508.01,190.801,0.002576,-0.002576
6889,K05888.01,190.861,0.004524,-0.004524
6397,K05671.01,190.905,0.004446,-0.004446
9435,K08286.01,191.037,0.01315,-0.01315
1141,K01574.02,191.239,0.00242,-0.00242
6727,K05763.01,191.273,0.005306,-0.005306
6752,K05766.01,191.528,0.00338,-0.00338
1876,K02311.01,191.864,3.5205e-05,-3.5205e-05
6690,K05629.01,192.139,0.004949,-0.004949
1196,K01527.01,192.667,0.001017,-0.001017
6821,K05951.01,194.258,3.5205e-05,-3.5205e-05
6507,K05576.01,194.487,3.5205e-05,-3.5205e-05
6088,K05078.01,194.897,0.003912,-0.003912
2479,K02676.01,195.614,0.001222,-0.001222
7312,K03283.01,195.709,3.5205e-05,-3.5205e-05
4287,K04450.01,196.437,0.002543,-0.002543
7148,K06238.01,197.054,3.5205e-05,-3.5205e-05
5283,K03783.01,197.146,0.0003018,-0.0003018
9109,K08128.01,197.377,0.01217,-0.01217
2137,K02674.01,197.511,0.0003637,-0.0003637
5067,K03580.01,198.014,3.748e-05,-3.748e-05
3733,K04121.01,198.089,0.002491,-0.002491
7662,K07330.01,198.113,0.01187,-0.01187
6756,K05771.01,198.232,0.002792,-0.002792
5042,K03574.01,198.443,0.0001154,-0.0001154
8857,K05776.01,198.6,0.003484,-0.003484
5270,K02094.02,198.681,0.002424,-0.002424
4947,K01830.02,198.711,0.0007117,-0.0007117
6885,K05883.01,198.781,0.005755,-0.005755
6282,K05142.01,198.896,0.002938,-0.002938
6838,K05846.01,199.064,0.006704,-0.006704
7300,K03192.01,199.216,0.01872,-0.01872
5542,K02575.01,199.311,0.01025,-0.01025
8587,K05520.01,199.442,0.0002046,-0.0002046
2948,K00576.01,199.443,0.0006842,-0.0006842
5545,K02162.02,199.669,0.003961,-0.003961
3047,K00436.01,199.839,4.532e-05,-4.532e-05
3112,K00595.01,199.998,3.5205e-05,-3.5205e-05
3039,K00539.01,200,3.5205e-05,-3.5205e-05
6045,K05329.01,200.235,0.0005895,-0.0005895
6416,K05428.01,200.351,3.5205e-05,-3.5205e-05
491,K01134.02,200.611,3.5205e-05,-3.5205e-05
3905,K04303.01,200.721,0.004808,-0.004808
6988,K06200.01,200.763,0.003632,-0.003632
5988,K05296.01,200.8,5.689e-05,-5.689e-05
6347,K05783.01,200.838,3.5205e-05,-3.5205e-05
1470,K01989.01,201.118,0.001461,-0.001461
4215,K04575.01,201.325,0.005399,-0.005399
6331,K05528.01,201.622,0.007555,-0.007555
5130,K03823.01,202.117,0.0005442,-0.0005442
6549,K05836.01,202.187,3.5205e-05,-3.5205e-05
2955,K01278.05,203.251,0.008664,-0.008664
4181,K04708.01,203.512,0.002467,-0.002467
9110,K08131.01,203.841,0.01782,-0.01782
4928,K03549.01,204.033,0.0001602,-0.0001602
8401,K06295.01,204.28,0.006834,-0.006834
9481,K03543.01,204.741,6.067e-05,-6.067e-05
6621,K05484.01,204.818,0.001788,-0.001788
3586,K04140.01,205.306,0.0173,-0.0173
2329,K02770.01,205.386,0.002047,-0.002047
7057,K06120.02,205.414,0.01182,-0.01182
5319,K03709.01,205.583,0.000175,-0.000175
669,K01429.01,205.913,0.001169,-0.001169
6015,K05304.01,206.31,0.004317,-0.004317
6501,K05450.01,206.764,3.5205e-05,-3.5205e-05
6431,K05684.01,206.801,0.002678,-0.002678
4115,K04622.01,207.248,0.002627,-0.002627
4736,K04831.01,207.471,0.00462,-0.00462
3276,K00089.02,207.583,0.0005737,-0.0005737
6493,K05815.01,207.768,0.007029,-0.007029
6568,K05595.01,208.028,0.01357,-0.01357
6525,K05825.01,208.047,0.009334,-0.009334
4431,K07718.01,208.187,3.5205e-05,-3.5205e-05
8137,K03344.03,208.543,0.0166,-0.0166
6519,K05707.01,208.801,0.006389,-0.006389
5189,K03685.01,208.869,6.864e-05,-6.864e-05
7226,K06164.02,209.001,3.5205e-05,-3.5205e-05
6330,K05527.01,209.063,1.554e-05,-1.554e-05
6628,K05611.01,209.239,0.003773,-0.003773
9418,K08283.01,209.941,0.002151,-0.002151
5952,K05164.01,209.968,0.003005,-0.003005
5088,K03583.01,210.306,3.562e-05,-3.562e-05
2897,K00351.02,210.601,0.0002347,-0.0002347
7231,K02210.02,210.631,0.001512,-0.001512
7088,K06222.01,210.9,0.005992,-0.005992
5991,K05299.01,210.972,0.004342,-0.004342
2518,K02686.01,211.033,0.0006321,-0.0006321
8795,K04991.01,211.331,0.007469,-0.007469
6880,K05878.01,211.541,0.01594,-0.01594
7166,K06242.01,212.435,3.5205e-05,-3.5205e-05
6673,K05372.01,212.604,0.01455,-0.01455
6826,K05956.01,212.646,0.004107,-0.004107
9145,K08134.01,212.76,0.004225,-0.004225
6308,K05029.01,212.767,0.01386,-0.01386
6602,K05726.01,212.772,0.003436,-0.003436
9039,K08112.01,213.202,0.006632,-0.006632
2301,K02703.01,213.259,0.001214,-0.001214
5365,K03720.01,213.399,0.0001087,-0.0001087
2073,K02669.01,213.61,0.000173,-0.000173
6446,K05437.01,213.633,3.5205e-05,-3.5205e-05
7265,K06173.01,214.013,0.007168,-0.007168
5187,K03683.01,214.312,0.0001427,-0.0001427
8828,K03244.01,214.715,0.001426,-0.001426
3614,K04084.01,214.881,0.003917,-0.003917
6169,K05106.01,215.044,0.005671,-0.005671
5494,K02349.01,215.152,0.03082,-0.03082
6102,K05321.01,215.634,0.009791,-0.009791
5985,K05176.01,215.732,0.005771,-0.005771
6377,K05792.01,215.738,0.00209,-0.00209
6959,K06194.02,215.779,0.006439,-0.006439
3696,K04037.01,215.956,0.003459,-0.003459
6437,K05809.01,216.109,3.5205e-05,-3.5205e-05
6393,K05548.01,216.454,0.00386,-0.00386
4244,K04717.01,216.456,0.005292,-0.005292
6875,K05873.01,217.17,0.003511,-0.003511
6853,K05855.01,217.793,0.003116,-0.003116
5166,K03681.01,217.832,8.507e-05,-8.507e-05
6323,K05400.01,218.567,3.5205e-05,-3.5205e-05
9010,K08109.01,218.771,0.002818,-0.002818
9054,K07680.01,219.206,0.01466,-0.01466
5357,K02076.02,219.322,0.0008517,-0.0008517
4476,K07719.01,219.747,0.01827,-0.01827
6034,K05067.01,219.931,0.0067,-0.0067
5943,K03791.02,220.143,0.001289,-0.001289
1091,K01739.01,220.657,3.5205e-05,-3.5205e-05
5906,K05276.01,220.72,0.00618,-0.00618
5774,K03952.01,220.929,0.0005088,-0.0005088
6584,K05350.01,222.064,3.5205e-05,-3.5205e-05
6192,K05116.01,222.069,0.003325,-0.003325
6747,K05642.01,222.281,0.004831,-0.004831
6004,K05056.01,222.849,3.5205e-05,-3.5205e-05
5253,K03697.01,223.113,0.0002903,-0.0002903
6720,K05637.01,223.318,3.5205e-05,-3.5205e-05
6652,K05494.01,223.521,3.5205e-05,-3.5205e-05
6708,K05504.01,224.026,3.5205e-05,-3.5205e-05
6590,K05475.01,224.151,0.001794,-0.001794
4530,K04858.01,224.447,0.006992,-0.006992
6566,K05593.01,224.47,0.002845,-0.002845
8616,K07912.01,224.591,0.00349,-0.00349
333,K00139.01,224.779,0.0002569,-0.0002569
3751,K04060.01,225.262,0.004562,-0.004562
6247,K05008.01,225.434,3.5205e-05,-3.5205e-05
9001,K08000.01,225.488,0.01866,-0.01866
5879,K03076.01,225.568,3.5205e-05,-3.5205e-05
3640,K04091.01,225.585,0.00358,-0.00358
8020,K06464.02,225.667,0.01523,-0.01523
6828,K05958.01,226.499,0.002938,-0.002938
214,K00881.02,226.89,0.0009057,-0.0009057
4704,K04899.01,227.626,0.02255,-0.02255
5346,K03717.01,227.663,0.0001812,-0.0001812
4768,K07764.01,227.835,0.01402,-0.01402
6043,K05193.01,228.197,0.004917,-0.004917
7009,K06111.01,228.654,0.006342,-0.006342
6343,K05661.01,229.869,0.01226,-0.01226
6324,K05401.01,229.949,0.00628,-0.00628
9502,K08297.01,229.958,0.006728,-0.006728
5901,K05155.01,230.18,0.001044,-0.001044
6879,K05877.01,230.358,0.004699,-0.004699
6003,K05055.01,230.385,0.00233,-0.00233
6632,K05734.01,230.706,3.5205e-05,-3.5205e-05
6441,K05432.01,230.804,3.5205e-05,-3.5205e-05
9112,K08234.01,231.158,0.004933,-0.004933
8794,K04984.01,231.365,0.004013,-0.004013
6400,K05674.01,231.522,0.003347,-0.003347
8769,K01608.03,232.04,0.006902,-0.006902
6138,K04970.01,232.822,0.002089,-0.002089
6239,K05254.01,232.916,0.004621,-0.004621
6572,K05718.01,233.646,0.02315,-0.02315
5704,K04014.01,234.241,0.004013,-0.004013
9215,K08083.01,234.524,0.005884,-0.005884
2583,K02757.01,234.636,0.001384,-0.001384
8937,K08203.01,234.663,3.5205e-05,-3.5205e-05
9243,K08260.01,235.206,0.02384,-0.02384
8263,K07606.01,235.298,0.0007062,-0.0007062
6850,K05852.01,235.414,0.00535,-0.00535
9043,K08116.01,235.545,0.008229,-0.008229
166,K00868.01,235.999,0.0002773,-0.0002773
6435,K05807.01,236.098,3.5205e-05,-3.5205e-05
9535,K08194.01,236.258,3.5205e-05,-3.5205e-05
6804,K05933.01,236.506,0.003375,-0.003375
9460,K08184.01,237.266,0.0244,-0.0244
2480,K02677.01,237.787,0.0008527,-0.0008527
6442,K05433.01,237.819,0.007032,-0.007032
9009,K08108.01,238.561,0.00775,-0.00775
9530,K08091.01,239.179,0.003226,-0.003226
6675,K05374.01,239.256,3.5205e-05,-3.5205e-05
8493,K00593.04,240.193,0.008989,-0.008989
6852,K05854.01,240.571,0.001307,-0.001307
5213,K03762.01,240.799,0.0006333,-0.0006333
6966,K04131.02,241.012,0.1052,-0.1052
4814,K03522.01,241.071,1.56e-05,-1.56e-05
6081,K04954.01,241.648,0.002188,-0.002188
9497,K08186.01,241.859,0.1205,-0.1205
9227,K07931.01,242.037,0.01622,-0.01622
1276,K00172.02,242.467,0.0026,-0.0026
6373,K05788.01,242.485,0.008734,-0.008734
4970,K03557.01,243.821,2.761e-05,-2.761e-05
8555,K05627.01,243.955,0.008913,-0.008913
9434,K08281.01,244.547,0.005686,-0.005686
9233,K08145.02,244.583,0.01351,-0.01351
3938,K04445.01,244.604,0.0115,-0.0115
4821,K03608.01,244.833,3.457e-05,-3.457e-05
4093,K04618.01,244.867,0.01522,-0.01522
4081,K04201.01,245.019,0.01676,-0.01676
4448,K04770.01,245.059,0.005436,-0.005436
5358,K03640.01,245.438,0.0001253,-0.0001253
6194,K05234.01,246.122,0.01673,-0.01673
7771,K07895.01,246.871,0.01933,-0.01933
3273,K00518.03,247.355,0.001391,-0.001391
6515,K05703.01,247.372,0.00206,-0.00206
6524,K05824.01,247.477,3.5205e-05,-3.5205e-05
5180,K03909.01,247.891,0.002547,-0.002547
6758,K05393.01,248.422,0.005093,-0.005093
6173,K05226.01,249.352,0.01495,-0.01495
4798,K03602.01,249.362,8.706e-05,-8.706e-05
6223,K05000.01,249.614,3.5205e-05,-3.5205e-05
3759,K04134.01,250.238,3.5205e-05,-3.5205e-05
6211,K05120.01,250.486,0.02284,-0.02284
6700,K05377.01,251.023,3.5205e-05,-3.5205e-05
727,K01368.01,251.06,0.0003727,-0.0003727
6829,K05959.01,251.488,0.03783,-0.03783
3031,K02583.02,251.751,0.002883,-0.002883
6227,K05005.01,251.959,0.004104,-0.004104
5965,K05294.01,252.044,0.02749,-0.02749
3140,K00449.01,252.079,0.0002859,-0.0002859
7783,K06429.01,252.164,0.000236,-0.000236
2584,K02758.01,253.375,0.00114,-0.00114
7091,K06224.02,253.405,0.0148,-0.0148
6359,K05535.01,253.652,0.001285,-0.001285
6775,K05903.01,253.79,0.006637,-0.006637
6032,K05064.01,253.877,0.01621,-0.01621
9142,K08031.01,254.337,0.007809,-0.007809
9455,K08178.01,256.456,0.02475,-0.02475
4677,K04821.01,256.524,0.01584,-0.01584
6126,K05214.01,256.846,0.002845,-0.002845
5927,K05160.01,258.638,3.5205e-05,-3.5205e-05
6854,K05856.01,259.343,0.01256,-0.01256
9372,K08167.01,259.857,0.01512,-0.01512
9070,K08118.01,260.023,0.004021,-0.004021
3118,K00445.01,260.207,3.5205e-05,-3.5205e-05
6030,K05062.01,260.311,3.5205e-05,-3.5205e-05
8939,K08205.01,260.446,0.003977,-0.003977
4057,K04401.01,260.548,0.0329,-0.0329
9278,K08152.01,261.684,0.004836,-0.004836
4294,K04521.01,262.477,0.005802,-0.005802
9503,K04941.01,262.712,0.02164,-0.02164
6891,K05890.01,263.302,0.005096,-0.005096
5932,K05281.01,263.901,0.003522,-0.003522
8557,K05632.01,264.467,0.00157,-0.00157
9437,K08218.01,264.637,0.01671,-0.01671
6865,K05860.01,264.708,0.007877,-0.007877
6904,K00492.02,265.296,0.01548,-0.01548
7447,K06064.02,265.299,0.001095,-0.001095
7199,K06064.01,265.3,8.843e-05,-8.843e-05
7200,K06065.01,265.3,0.0004794,-0.0004794
7448,K06065.02,265.31,0.003527,-0.003527
5034,K01707.02,265.478,0.005202,-0.005202
6129,K05336.01,265.741,0.003384,-0.003384
9346,K08192.01,266.978,0.002849,-0.002849
6241,K00701.04,267.283,0.00481,-0.00481
9196,K08248.01,267.912,0.006065,-0.006065
9326,K08162.01,267.971,0.009748,-0.009748
803,K01268.01,268.941,0.0004975,-0.0004975
7128,K00841.04,269.306,0.007251,-0.007251
9289,K08267.01,269.331,0.008133,-0.008133
6609,K05352.01,270.143,3.5205e-05,-3.5205e-05
6462,K05828.01,270.985,0.001876,-0.001876
6121,K05092.01,271.79,0.002987,-0.002987
862,K01209.01,272.087,0.0008514,-0.0008514
9501,K08296.01,272.543,3.5205e-05,-3.5205e-05
6265,K05263.01,273.17,0.004221,-0.004221
5930,K05163.01,273.224,0.004784,-0.004784
7302,K03198.01,273.528,0.004609,-0.004609
6215,K05241.01,273.686,0.0004591,-0.0004591
6486,K05697.01,274.109,3.5205e-05,-3.5205e-05
6699,K05376.01,274.554,0.00674,-0.00674
7254,K02869.02,274.743,0.008618,-0.008618
3444,K07621.01,275.074,0.03928,-0.03928
9270,K07938.01,275.56,0.0179,-0.0179
9548,K06245.03,276.324,3.5205e-05,-3.5205e-05
5986,K05177.01,276.542,3.5205e-05,-3.5205e-05
6228,K05124.01,276.879,0.002526,-0.002526
6839,K05847.01,277.114,0.003382,-0.003382
8964,K07992.01,277.134,0.01585,-0.01585
9016,K08217.01,277.251,0.01269,-0.01269
6184,K04989.01,277.775,0.03693,-0.03693
3328,K00683.01,278.124,0.0004437,-0.0004437
9274,K08050.01,278.389,0.01117,-0.01117
8723,K07073.01,279.037,0.008788,-0.008788
6744,K05639.01,279.22,0.01756,-0.01756
6647,K05488.01,280.16,0.0004368,-0.0004368
5446,K03889.01,280.477,0.007479,-0.007479
9286,K08263.01,280.555,0.02526,-0.02526
6550,K05837.01,280.921,3.5205e-05,-3.5205e-05
7039,K06214.01,281.359,0.06575,-0.06575
6025,K04939.01,281.369,0.003941,-0.003941
8542,K06877.01,281.509,0.001537,-0.001537
1214,K01466.01,281.563,0.0003835,-0.0003835
5908,K05278.01,281.592,0.0007882,-0.0007882
6691,K05749.01,281.953,0.004673,-0.004673
6487,K05698.01,282.029,0.007536,-0.007536
6221,K05247.01,282.031,0.1416,-0.1416
6304,K05024.01,282.16,0.00801,-0.00801
6925,K06097.03,282.343,0.01091,-0.01091
5451,K03663.01,282.525,0.0001219,-0.0001219
5920,K05034.01,282.536,0.0001153,-0.0001153
7285,K06089.01,282.966,0.0001285,-0.0001285
4454,K04842.01,283.727,0.04667,-0.04667
5859,K01783.02,284.063,0.001795,-0.001795
6589,K05474.01,284.667,0.00791,-0.00791
6340,K05657.01,284.7,0.004635,-0.004635
4329,K04460.01,284.727,0.008363,-0.008363
6887,K05886.01,284.872,0.01685,-0.01685
6723,K05759.01,284.942,3.5205e-05,-3.5205e-05
6676,K05375.01,285.375,0.003498,-0.003498
6728,K05764.01,286.023,0.01665,-0.01665
4860,K03532.01,286.176,0.0002549,-0.0002549
6876,K05874.01,287.331,0.01133,-0.01133
6093,K05084.01,287.377,0.002487,-0.002487
6065,K05194.01,287.466,3.5205e-05,-3.5205e-05
6545,K05712.01,287.756,0.01244,-0.01244
6279,K05021.01,288.079,0.003761,-0.003761
6281,K05141.01,288.285,0.006879,-0.006879
5374,K03801.01,288.313,0.0005073,-0.0005073
9014,K08215.01,288.679,0.005932,-0.005932
6214,K05123.01,288.943,0.01534,-0.01534
8618,K05036.01,289.491,0.007276,-0.007276
5928,K05161.01,289.77,3.5205e-05,-3.5205e-05
6980,K06105.01,289.789,0.007031,-0.007031
4306,K04665.01,289.86,0.01494,-0.01494
3109,K00087.01,289.864,0.00121,-0.00121
6743,K05638.01,290.02,0.02026,-0.02026
5420,K03811.01,290.14,0.0002616,-0.0002616
6791,K05919.01,290.196,0.005628,-0.005628
6008,K05060.01,290.439,0.009352,-0.009352
6135,K05343.01,290.625,0.007059,-0.007059
4925,K03547.01,290.778,5.291e-05,-5.291e-05
6795,K05924.01,291.307,0.005553,-0.005553
6528,K05455.01,292.098,0.02104,-0.02104
9045,K08221.01,293.386,0.01811,-0.01811
6104,K05324.01,293.393,0.004655,-0.004655
6276,K05018.01,293.506,0.0007301,-0.0007301
4172,K04564.01,293.606,0.02169,-0.02169
8330,K07599.01,293.707,0.01554,-0.01554
3837,K04218.01,293.769,0.01413,-0.01413
6942,K00600.02,294.055,0.007495,-0.007495
6259,K05139.01,294.202,0.009874,-0.009874
9413,K08174.01,295.061,0.02829,-0.02829
6420,K05552.01,295.959,0.001981,-0.001981
2852,K00289.02,296.638,0.0004051,-0.0004051
8864,K06143.01,297.113,0.006456,-0.006456
8279,K05397.02,297.714,0.01048,-0.01048
6732,K05387.01,297.783,0.01445,-0.01445
6200,K05240.01,298.469,0.003751,-0.003751
7934,K07235.01,299.707,0.03513,-0.03513
9216,K08047.01,302.35,0.01009,-0.01009
5757,K01137.01,302.389,8.599e-05,-8.599e-05
6801,K05930.01,302.776,0.008656,-0.008656
4740,K07711.01,302.78,0.009594,-0.009594
8698,K05850.01,303.226,0.002461,-0.002461
9236,K08148.01,303.912,0.01776,-0.01776
5758,K01411.01,305.076,0.0004678,-0.0004678
9015,K08216.01,307.947,0.02778,-0.02778
6569,K05596.01,308.025,0.002414,-0.002414
9494,K08088.01,308.186,0.004709,-0.004709
5195,K07810.01,308.255,0.009272,-0.009272
5741,K03946.01,308.544,0.001547,-0.001547
9197,K08249.01,309.192,0.007943,-0.007943
6131,K05338.01,309.193,0.04091,-0.04091
4051,K04333.01,309.256,0.01495,-0.01495
4440,K04911.01,309.494,0.008236,-0.008236
5389,K07798.01,309.891,0.0163,-0.0163
9254,K08096.01,309.933,0.009476,-0.009476
6144,K05094.01,310.613,0.01022,-0.01022
9106,K08125.01,312.61,0.01167,-0.01167
6097,K05205.01,313.051,0.002137,-0.002137
4882,K03538.01,313.093,6.671e-05,-6.671e-05
9408,K08071.01,313.199,0.01696,-0.01696
6434,K05806.01,313.828,0.009634,-0.009634
6255,K05135.01,314.765,0.005622,-0.005622
8211,K06610.01,315.077,3.5205e-05,-3.5205e-05
5984,K05175.01,315.503,0.004908,-0.004908
9193,K08144.01,315.811,0.0218,-0.0218
4075,K04404.01,316.577,0.04568,-0.04568
8261,K07604.01,316.95,3.5205e-05,-3.5205e-05
6565,K05591.01,317.009,0.006138,-0.006138
8594,K07223.01,317.062,0.002425,-0.002425
9490,K08084.01,317.745,0.01709,-0.01709
9005,K08104.01,317.995,0.01131,-0.01131
6405,K05798.01,318.259,0.01126,-0.01126
6657,K05618.01,318.491,0.01053,-0.01053
3855,K07665.01,319.306,0.01571,-0.01571
7020,K00651.02,320.185,3.5205e-05,-3.5205e-05
9420,K08285.01,320.347,0.008503,-0.008503
9281,K08155.01,320.568,3.5205e-05,-3.5205e-05
8931,K06898.01,321.007,0.0208,-0.0208
9130,K07997.01,321.021,0.021,-0.021
